START_TARGETS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_DCID,PART_NUMBER,LABEL,TIME_DATA,UP_DELAY,DOWN_TIME,DOWN_DELAY,FOCUS_TIME,FOCUS_DELAY,COLOR_TIME,COLOR_DELAY,BEAM_TIME,BEAM_DELAY,DURATION,MARK,BLOCK,ASSERT,ALL_FADE,PREHEAT,FOLLOW,LINK,LOOP,CURVE,RATE,EXTERNAL_LINKS,EFFECTS,MODE,CUE_NOTES,SCENE_TEXT,SCENE_END
1,Cue,1,230,A63634C3-A917-4137-AB7E-CEDB558A74CA,,,0,,,,,,,,,,0,M,,,,,,,,,,,E902 ,,,,
1,Cue,1,231,A88EF9C9-FF76-4FEF-B53D-46D30B70FDBB,,,0,,,,,,,,,,0,M,,,,,,,,,,,E902 ,,,,
1,Cue,1,232,73C5BF79-C52D-469B-B4BC-CC8BF4F90E18,,,0,,,,,,,,,,0,M,,,,,,,,,,,E902 ,,,,
1,Cue,1,233,F35D7CF5-CE8D-45E3-AB79-942B83187216,,,1,,,,,,,,,,2,M,b,,,,,,,,,,E902 ,,,,
1,Cue,1,235,2F41F711-4BF2-4D53-B043-A3D3D4381D44,,,3,,,,,,,,,,3,,,,,,,,,,,,E902 903 907 915 ,,,,
1,Cue,1,236,B9D742D9-B082-4F49-B307-53D1991C59BE,,,0,,,,,,,,,,0,,,,,,F0.5,,,,,,,,,,
1,Cue,1,237,74AE00E2-2C9C-41EC-927F-3ABA065F9A4D,,,0,,,,,,,,,,0,,,,,,F0.5,,,,,,,,,,
1,Cue,1,238,ED01C367-DB4A-46EF-9118-CEB87E304425,,,0,,,,,,,,,,0,,,,,,F0.5,,,,,,,,,,
1,Cue,1,239,22069199-32F3-4E57-8A56-84601AD7B999,,,1,,,,,,,,,,2,M,,,,,,,,,,,,,,,
1,Cue,1,240,6D5B2283-42C8-47BC-B430-55A2FC31943F,,,3,,0,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,241,52F034DE-55DB-494D-97AD-1BF1AACE5D0F,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,242,308383F3-8516-4D67-A76C-B258CF65F321,,,0,,,,,,,,,,0,,b,,,,,,,,,,,,,,
1,Cue,1,244,267651D8-3200-4AE5-B592-EE647A33B9E5,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,245,C503D9EF-DB0A-4EA9-BE4C-F4F7A418D11C,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,246,5DAD638E-43E5-428C-8DA3-03BAC5343CE8,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,247,4094B5CA-8C0D-4D1B-9F05-7C42F3036A8F,,,1,,,,,,,,,,1,M,b,,,,,,,,,,,,,,
1,Cue,1,248,EC77E6B6-B87E-4145-A602-9D89F53FD963,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,249,19BD0A33-93D6-4222-A705-5F70E0B28777,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,249.5,5F60DFB5-E475-4A3E-B43E-112797C593F6,,,1.5,,,,,,,,,,1.5,M,,,,,,,,,,,,,,,
1,Cue,1,250,CC7A0DBD-6D98-4A91-A395-2D8C1E723EFC,,,,,,,,,,,,,6,,b,,,,,,,,,,,,,,
1,Cue,1,250,CC7A0DBD-6D98-4A91-A395-2D8C1E723EFC,1,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,250,CC7A0DBD-6D98-4A91-A395-2D8C1E723EFC,2,,3,1,,,,,,,,,4,,,,,,,,,,,,,,,,
1,Cue,1,250,CC7A0DBD-6D98-4A91-A395-2D8C1E723EFC,3,,3,2,,,,,,,,,5,,,,,,,,,,,,,,,,
1,Cue,1,250,CC7A0DBD-6D98-4A91-A395-2D8C1E723EFC,4,,3,3,,,,,,,,,6,,,,,,,,,,,,,,,,
1,Cue,1,251,83E18EB9-4F8C-4031-BC2A-EF2FA080A973,,,2,,,,,,,,,,2,,b,,,,,,,,,,,,,,
1,Cue,1,252,8FE6F3AA-C213-4425-A060-3A746AFB444D,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,252.5,59EFCDBB-4C23-4670-8D0C-698D54FAB234,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,253,D4B3C147-6B92-4B5A-87D8-6AF45D10EA10,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,254,74C17BC7-EBDD-4116-9FF2-E2A5566FC343,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,255,B8047F83-386D-4D7F-AC96-D7697E5A074C,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,256,2AF7F305-66ED-49AE-BE71-B9587F416298,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,257,93FF9652-B806-44EE-8BD7-22A14751BB25,,,1.5,,,,,,,,,,1.5,,,,,,,,,,,,,,,,
1,Cue,1,258,963CEE1D-9C0A-4883-80C1-0D6CB8794633,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,259,3D83FD65-E76A-46B3-9F9D-C6373C016D1E,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,260,19E27BAF-E9CC-446D-81FA-49D72BE19B4A,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,261,FC5F1FB3-69DC-42BF-8F7E-E1D907E0FB74,,,3,,,,,,,,,,3,M,,,,,,,,,,,E1 ,,,,
1,Cue,1,262,00B87131-8447-4F84-89DE-37258856DC09,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,263,DA1F33C1-B74E-4ADA-B98F-A9CEFAAC1C65,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,264,1C469475-8E69-4636-A336-D1B2AF4986B5,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,265,090B038C-6323-4439-842D-0B378719959F,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,266,B0BBF047-F3CA-42DC-8A13-A781357E4E4B,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,267,999C3230-FA21-4B4A-9A86-D1743B72CC2B,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,268,7354712A-56F6-491A-A9C8-025ABE33D9AD,,,2,,,,,,,,,,2,M,,,,,,,,,,,,,,,
1,Cue,1,269,55FCA38E-2B8C-4F57-AA41-29F7067401F8,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,270,C2F2D7B2-CF8B-4C4B-A6EB-2E91690B733E,,,1,,,,,,,,,,2,M,,,,,,,,,,,,,,,
1,Cue,1,271,3B691DD9-AA74-458E-AFE9-3E586F29D6C7,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,272,9D7119CE-988F-4012-A33A-61D208320332,,,3,,,,,,,,,,6,M,,,,,F3,,,,,,,,,,
1,Cue,1,273,2B1FDC32-D423-47BC-AE5A-16BD067D45FA,,,3,,1,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,,,,,,,,,,,,,7,,b,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,1,,3,,1,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,2,,3,1,,,,,,,,,4,,,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,3,,3,2,,,,,,,,,5,,,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,4,,3,2,,,,,,,,,5,,b,,,,,,,,,,,,,,
1,Cue,1,275,421A7B75-5E7F-40D4-8FAB-084004E03C61,5,,3,4,,,,,,,,,7,,,,,,,,,,,,,,,,
1,Cue,1,275.5,C79A49F3-AFD3-40DA-9303-349FDB762ED2,,,2,,,,,,,,,,2,M,,,,,,,,,,,,,,,
1,Cue,1,276,C276BC06-85AE-44BB-9078-26CE9AF914E8,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,277,1FD11BC8-5D78-4619-A4D4-51D88C3D0A74,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,278,CBD90E43-7503-4DFB-AF33-4AACE198664C,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,279,78AE9CB6-5DF8-49E2-B9D5-C43261DAA8B7,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,280,E4E1B4EC-51C9-4E12-AD40-D627A3CD9AE1,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,281,E8D0E0E6-706B-459E-A23C-598FA0D29EC7,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,282,C9D4584D-CA97-492F-8D03-CAC2F08F4C7D,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,283,10526B8B-8FFD-4812-8985-F1697B1D9D9B,,,1,,,,,,,,,,1,,b,,,,,,,,,,,,,,
1,Cue,1,284,838F78B7-66F4-4226-948C-FD2C815B36D7,,,3,,,,,,,,,,3,,b,,,,F5,,,,,,,,,,
1,Cue,1,285,D98D7587-D089-4A5D-A586-1663E6B5108A,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,286,4D7345EC-4F48-4AFD-97F3-5FADBFD4A2BA,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,287,1B213166-8980-40B5-B8A5-ED5EAA84FB9B,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,288,FBECBB88-27F7-4D7A-BCFB-052F1A2D0237,,,0,,,,,,,,,,0,M,b,,,,,,,,,,,,,,
1,Cue,1,289,430D3E1B-D779-42CA-99AE-EB074D2384B3,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,290,A591A5D0-991C-4142-BEA3-C732C3353A2C,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,291,CE3E61E0-8FC7-4A84-B026-26996CE8B73D,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,291.5,941C9E88-7D76-4928-A61C-DF1E7B3890C7,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,292,E1D2AE55-41C6-4A22-9497-38B2A40870B4,,,1,,,,,,,,,,1,,b,,,,,,,,,,,,,,
1,Cue,1,293,518C6A86-D72B-4F03-8695-F9FB01537928,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,294,0D40DDC4-4027-4752-9A75-98C44E1E4958,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,295,93762522-E306-40E7-A3B1-E1361988DE0D,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,296,0E563DCB-8E30-48E8-AD58-1C619CB4E9EA,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,297,3A03F93D-C5D6-425F-BF54-877320CC22A0,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,298,BF1189D3-E426-4BC3-AB37-924630F2B47B,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,299,FDE0096C-CDD3-44A2-9531-114F0D866A83,,,3,,,,,,,,,,3,M,b,,,,,,,,,,,,,,
1,Cue,1,300,6D7986D3-062C-4D2F-905C-482C66B3B591,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,300.5,BFCCF17B-0DB7-4B02-90B9-4F53BB36CA1F,,,1.5,,,,,,,,,,1.5,,,,,,,,,,,,,,,,
1,Cue,1,301,044D597C-AF55-4868-9888-7B43330D18F1,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,302,2C4DC9A8-191B-4E5B-8DE5-7ECB088E79BB,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,303,D01A5D74-438D-4937-95FD-230B359C914D,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,304,DCC3F99E-49ED-435C-90F7-3114B422A96C,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,305,9E3AACD9-286B-4600-90BB-6BE5A24CC499,,,0,,,,,,,,,,0,,b,,,,,,,,,,,,,,
1,Cue,1,305.5,2F1F94CC-E421-4FFB-86FC-1DEA758973EA,,,0,,,,,,,,,,0,,,,,,F2,,,,,,,,,,
1,Cue,1,306,87EEB565-DB0B-4EE5-9840-5F514CF33054,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,307,E8027338-4D5D-4052-9A5C-C96CEA7C9FFE,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,308,3BC0E513-AB3D-4BB2-81E7-4F36885E6AD2,,Preset,3,,,,,,,,,,3,,,,,,,,,,,,,,,Intermisson,
1,Cue,1,309,3EEB0451-538A-4F91-8574-ED509125958D,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,400,8DDEA7BA-A6C5-457C-9485-EED396434126,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,Act II,
1,Cue,1,401,8591CF4A-F02D-427F-97E7-481FC9D53B71,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,402,D67FCD91-05BB-4917-8845-B04296AEE3DA,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,403,C3D99ED2-FADA-44FF-B3F6-7C13F5053B05,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,Stop,
1,Cue,1,404,66298EC2-FBDF-482B-A67F-1D5E7800354C,,,3,,,,,,,,,,6,M,b,,,,,,,,,,,,,,
1,Cue,1,405,36E2A0ED-7981-4F9C-AFB2-A26C90E0EB0D,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,406,DCEDC3D5-76A6-4397-85D1-E12E80536836,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,407,182B09C3-B13C-4116-8F84-AA1C1C44F4D8,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,408,F043F107-338B-45D8-A09E-2847F1EFC5F6,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,409,2C1A7C87-0B12-4ADA-A296-366466206A12,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,410,748964E1-E54D-46A1-84BC-7B884F4230E7,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,411,2ABFDACA-C78E-4C30-A297-825FB058674B,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,412,3C74A514-4D8C-4C05-9BF3-1E49AF4D1BC2,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,413,8B0989BA-4339-4781-810F-4452CC935C43,,,3,,,,,,,,,,3,,,,,,,,,,,,E904 909 ,,,,
1,Cue,1,414,E61DDD19-1503-41A0-B383-E50B9C1C880D,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,415,64531F36-B587-4008-B3FE-637BDF5D658D,,,1,,,,,,,,,,1,,,,,,,,,,,,E904 909 ,,,,
1,Cue,1,416,6A9490F4-12D4-4DE6-82AA-F19E98694B5E,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,417,76BCFD0A-8D00-4659-9E94-D11531F0C62A,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,418,06044CEE-21BE-4484-9B8E-157954B8E4DA,,,1,,,,,,,,,,1,,b,,,,,,,,,,,,,,
1,Cue,1,419,8657A5A5-3419-42A0-AF55-219D58660EE7,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,419.1,D910EE84-77B4-40B0-AD65-4A2C07FE7960,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,419.2,BE4FF9A3-9C0D-4A78-9541-97E41979E517,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,419.3,D00DDB53-AA21-481F-AB0A-DA7FAE8D8B36,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,420,D78DDAF8-F7FD-473C-9BA5-1FFDA8174AEB,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,421,3A635A9B-5D10-4F06-9169-3D050725B06F,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,422,DA0235CC-78AA-4A27-8D88-914586655005,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,423,0E0816A2-BC3F-4FF3-81A5-300B722DF438,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,424,5A5750A7-F6DB-44AA-A4F3-1D2D2B863228,,,3,,6,,,,,,,,9,M,,,,,,,,,,,,,,,
1,Cue,1,425,DF9BF349-BB30-4E66-9393-0D849037D5C5,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,426,4D3458F1-3334-4A13-BF0C-0B6E590F4D21,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,427,CD48730B-A42B-4F54-ADAD-2AFBC05DC8E5,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,428,19DE9798-3581-441B-82B7-9202816F8E31,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,429,ED8CC48A-5965-48E6-9D56-D709E6EF8FBE,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,430,7A4936A7-9738-404D-A4CE-29A4EDD305E1,,,1,,,,,,,,,,1,,b,,,,,,,,,,,,,,
1,Cue,1,431,9B415195-E15A-4474-91A8-CF09FCA5680F,,,6,,,,,,,,,,6,,,,,,F6,,,,,,,,,,
1,Cue,1,432,28D751FF-0031-4D55-A265-A1D3B1D6BE09,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,433,26319576-60E3-4653-BA3E-C069E279FF2D,,,3,,,,,,,,,,3,M,,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,434,244F7889-52FF-4D60-B8A7-43C29C270D5B,,,0,,,,,,,,,,0,M,,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,435,B6D8D9D7-E450-4CC4-92AC-27BA32DF5AC1,,,0,,,,,,,,,,0,M,b,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,436,2DE95592-A078-451B-84BD-EE937279BEBB,,,0,,,,,,,,,,0,M,b,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,437,EF5C6C22-1137-4829-BE74-84F16D642F60,,,0,,,,,,,,,,0,,b,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,438,02771AF0-5992-4D09-A4F5-B87764E59613,,,0,,,,,,,,,,0,,,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,439,F74362A0-A8D4-4A3F-8FB5-7EFBBCB6C114,,,0,,,,,,,,,,0,,b,,,,,,,,,,E3 6 904 915 ,,,,
1,Cue,1,440,DFEBDA6B-4954-417E-BF8B-8920886FCE65,,,0,,,,,,,,,,0,M,b,,,,,,,,,,,,,,
1,Cue,1,441,81FE2618-BC40-4853-892E-D124E1B31BB6,,,3,,,,,,,,,,3,M,,,,,,,,,,,E7 904 ,,,,
1,Cue,1,442,7520B604-D833-4443-85D9-90B507C44D4C,,,3,,,,,,,,,,3,,,,,,,,,,,,E7 904 ,,,,
1,Cue,1,443,B74CC52B-A00F-4EA5-886E-A2917807FB4A,,,3,,,,,,,,,,3,M,,,,,,,,,,,E7 904 ,,,,
1,Cue,1,444,237ADDCD-185C-4BB4-BEBA-27AB3A10EF2F,,,1,,,,,,,,,,2,M,,,,,,,,,,,E8 ,,,,
1,Cue,1,444.1,31D4244E-046A-4781-94F1-E9AC3209AC4F,,,3,,,,,,,,,,3,,,,,,,,,,,,E8 ,,,,
1,Cue,1,445,245C15C1-B5E3-49B4-B4F1-5E6CB4FCA70D,,,0,,,,,,,,,,0,,b,,,,,,,,,,E8 ,,,,
1,Cue,1,446,65F64615-70F0-4807-87E9-3F0EDEAEAE35,,,0,,,,,,,,,,0,,b,,,,,,,,,,E8 ,,,,
1,Cue,1,447,38D2DD65-B6DB-4EA1-B62C-5098236DDCD0,,,0,,,,,,,,,,0,M,,,,,,,,,,,E8 ,,,,
1,Cue,1,448,CA743FB7-0874-4F8E-B17E-0CEDF30B0774,,,3,,,,,,,,,,3,M,,,,,,,,,,,E906 ,,,,
1,Cue,1,449,80C42F3E-11A6-40C8-AC36-BD787330551E,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,450,6CF3C571-A557-42F7-B4B0-627D0BFA905B,,,0,,,,,,,,,,0,M,,,,,,,,,,,E8 14 ,,,,
1,Cue,1,451,0F02ADC7-07B3-42E2-B4AE-44DD46F3381A,,,3,,,,,,,,,,3,M,,,,,,,,,,,E8 ,,,,
1,Cue,1,452,3D5C25DE-3EF1-4C37-B844-EA58B818D242,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,453,B3EB5AB5-B010-4CA1-B73C-8721490DAEF3,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,454,CD59DDF7-16A9-4A54-BD33-E806B3D8BBC0,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,455,501D299D-4265-41E3-A52C-EEBAB2BE4791,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
1,Cue,1,455,501D299D-4265-41E3-A52C-EEBAB2BE4791,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
1,Cue,1,455,501D299D-4265-41E3-A52C-EEBAB2BE4791,2,,1,3,,,,,,,,,4,,,,,,,,,,,,,,,,
1,Cue,1,456,87087FF7-2FA0-4600-A076-AFE1F72EB5CB,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,457,EFE0727B-5AB7-4CD0-AA72-081D968DBD26,,,2,,,,,,,,,,2,M,,,,,,,,,,,,,,,
1,Cue,1,458,C7030E00-345F-4176-8E75-0C9B50E0C2B2,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,459,05164501-BC84-4C18-88DE-A755ED64439E,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,460,DA7AA2F5-6CE6-4071-9359-7D247F187E7F,,,3,,,,,,,,,,3,,,,,,F3,,,,,,,,,,
1,Cue,1,461,5AC40920-C1DA-4DD4-98F5-B45CACA4DBE5,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,462,4BD84778-4005-4E7C-89F4-8F686466F7A8,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,463,603E75B8-D366-4A4E-8E87-801C7CEFCB2A,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,464,1A895CDD-C548-46BB-99A9-01FBBE3A76DA,,,3,,,,,,,,,,3,M,,,,,,,,,,,E9 ,,,,
1,Cue,1,465,C929F98A-1D93-4312-98EE-071EC7E722D8,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,466,6B11A7BC-B677-47FD-85C5-B3D66DD8DA72,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,467,C551BC83-3C95-43AF-B3EE-203E4BDDAB87,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,468,AD6E9C2A-A914-4250-AFAB-E34CC3C4C1E6,,,3,,,,,,,,,,3,,,,,,,,,,,,E1 9 ,,,,
1,Cue,1,469,09B7DAE3-1C97-467E-BED4-7E5A2E715714,,,1,,,,,,,,,,1,M,b,,,,,,,,,,E1 9 ,,,,
1,Cue,1,470,0B34BECD-BC36-4DFB-BEEC-62A837E0BC70,,,3,,,,,,,,,,3,,,,,,,,,,,,E1 9 ,,,,
1,Cue,1,471,EE69C6AF-B1A2-4DDB-AD00-496C917A7761,,,3,,,,,,,,,,3,,,,,,,,,,,,E1 9 ,,,,
1,Cue,1,472,5AC5EFA9-47E9-4552-B71D-6E031EDFA182,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,473,C2CCC6C6-9309-4A61-9F65-011802E4C279,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,474,A37A0404-5657-4909-95B5-3691AA26ADB5,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,475,5F5289AF-6490-47AB-82B8-CA1D34798E96,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,476,4F8D6036-8397-4704-9152-37D7D20171DE,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,477,8099D6D9-7DD1-466D-A00C-0AAA0161CC62,,,1,,,,,,,,,,1,,,,,,,,,,,,E1 ,,,,
1,Cue,1,478,F2615C9F-B3EE-42A5-AB94-A63FA2DDF80C,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,479,05B32C98-1C10-4D60-AC30-EE4987B01856,,,0,,,,,,,,,,0,,,,,,,,,,,,E4 ,,,,
1,Cue,1,480,DEA76731-86EF-4913-B63A-1228A48F095E,,BUTTON,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,481,0E5EF5A5-57EB-4A46-99B4-4651BB40858C,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,482,5F88A3EB-06D8-4C68-B368-C4FBE9FA18A1,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,483,8C5025FE-E353-4572-8A1C-5D69CC311E82,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,484,0DF45C07-EF6B-469E-8587-B011C1C52C0E,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,485,9EBA69F8-10AC-4475-AE3B-ED52663EE989,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,486,F49C9FAF-EE76-4CE4-9EA1-2332FAE54877,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,487,4F4C10DC-0C66-444E-BF7B-02770B883B07,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,488,083CB3AE-FDFA-46EA-BAB8-0243E60CA3B6,,BUTTON,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,489,14949AE0-234F-41BF-879A-A5F6E6373698,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,490,1C941813-5BAC-49A3-88AA-F934840F9352,,,1.5,,,,,,,,,,1.5,M,,,,,,,,,,,,,,,
1,Cue,1,491,01A08EDF-6BFB-40D9-B144-DCC6A94E0FDB,,,0,,,,,,,,,,0,M,,,,,,,,,,,E10 ,,,,
1,Cue,1,492,BF32F26C-5910-423C-94F4-BEAAF7504701,,,,,,,,,,,,,9,M,,,,,,,,,,,,,,,
1,Cue,1,492,BF32F26C-5910-423C-94F4-BEAAF7504701,1,,5,,1,,,,,,,,5,M,,,,,,,,,,,,,,,
